"CR","HD","HP","INIT","NAME","URL"
"12","15d10+105","187","+6","Sea Serpent","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sea-serpent"
"4","5d10+15","42","+1","Sea Cat (3PP)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sea-cat-ff"
"4","6d10+12","45","+1","Sea Cat","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sea-cat"
"15","22d8+132","231","+4","Sea Bonze","http://www.d20pfsrd.com/bestiary/monster-listings/undead/sea-bonze"
"6","9d8+27","67","-1","Scythe Tree (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/plants/scythe-tree-TOHC"
"6","9d8+27","67","-1","Scythe Tree","http://www.d20pfsrd.com/bestiary/monster-listings/plants/scythe-tree"
"10","12d10+72","138","+2","Scylla 2","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/scylla-TOHC"
"4","6d10","33","-5","Screaming Skull (Cacophony Golem)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/screaming-skull-cacophony-golem"
"2","3d10","16","+3","Screaming Devilkin","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/screaming-devilkin"
"7","12d10+12","78","+5","Scorpionfolk","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/scorpionfolk"
"15","17d10+136","229","+10","Herald of Runes","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-of-runes"
"9","10d8+70","115","+2","Scorpion, Demonic Deadfall","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/scorpion-demonic-deadfall"
"7","9d10+36","85","+5","Sceaduinar","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/sceaduinar"
"12","16d10+80","168","+9","Scarlet Walker","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/scarlet-walker"
"4","5d10+20","47","+0","Scarecrow (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/scarecrow-TOHC"
"7","8d10+32","76","+2","Qallupilluk","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/qallupilluk"
"1/3","1d8+1","5","-1","Penguin","http://www.d20pfsrd.com/bestiary/monster-listings/animals/penguin"
"1/4","1d8","4","+1","Peacock","http://www.d20pfsrd.com/bestiary/monster-listings/animals/peacock"
"1/2","1d8","4","+3","Panda, Red","http://www.d20pfsrd.com/bestiary/monster-listings/animals/panda-red"
"2","3d8+6","19","+0","Panda","http://www.d20pfsrd.com/bestiary/monster-listings/animals/panda"
"3","5d8+10","32","+1","Dragonfly, Giant, Nymph","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/dragonfly-giant/dragonfly-giant-nymph"
"4","7d8+14","45","+2","Dragonfly, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/dragonfly-giant"
"3","4d8+8","26","+0","Crayfish, Monstrous","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/crayfish-monstrous"
"13","14d8+126","189","+3","Crab, Shipwrecker","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/crab/crab-shipwrecker"
"7","8d8+48","84","+2","Crab, Shark-Eating","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/crab/crab-shark-eating"
"2","3d8+6","19","+1","Crab, Monstrous","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/crab/crab-monstrous"
"1/4","1d8+1","5","+2","Crab, King","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/crab/king-crab"
"5","7d8+28","59","+0","Crab, Giant Hermit","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/crab/giant-hermit-crab"
"2","3d8+6","19","+6","Crab, Bone","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/crab/crab-bone-kp"
"3","3d8+21","34","-1","Venomroach","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/venomroach"
"2","4d8+8","26","+2","Cockroach Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/cockroach/cockroach-swarm"
"1","2d8+10","19","+0","Cockroach, Giant Hissing","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/cockroach/cockroach-giant-hissing"
"1/2","1d8+4","8","+1","Cockroach, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/cockroach/cockroach-giant"
"15","18d10+108","207","+9","Hand of the Inheritor","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/hand-of-the-inheritor"
"15","18d10+58","157","+3","Grand Defender","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/grand-defender"
"15","18d10+162","261","+5","First Blade","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/first-blade"
"15","18d10+126","225","+11","Emperor of Scales","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/emperor-of-scales"
"15","16d10+112","200","+10","Herald of Hell","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/herald-of-hell"
"15","17d10+102","195","+12","Arcanotheign","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/heralds/arcanotheign"
"12","12d10+84","150","+11","Div, Shira","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/divs/div-shira"
"14","15d10+120","202","+9","Div, Sepid","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/divs/div-sepid"
"7","9d10+27","76","+9","Div, Pairaka","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/divs/div-pairaka"
"4","5d10+20","47","+0","Scarecrow","http://www.d20pfsrd.com/bestiary/monster-listings/constructs/scarecrow"
"10","11d10+77","137","+6","Scanderig (Forgefiend)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/scanderig-forgefiend"
"10","13d10+65","136","+2","Saumen Kar","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/saumen-kar"
"4","8d6+16","44","+2","Satyr","http://www.d20pfsrd.com/bestiary/monster-listings/fey/satyr"
"2","3d8+9","22","+2","Sasquatch","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/sasquatch"
"9","13d8+65","123","+6","Sargassum Fiend","http://www.d20pfsrd.com/bestiary/monster-listings/plants/sargassum-fiend"
"1","2d8+2","11","+3","Onwu Azu","http://www.d20pfsrd.com/bestiary/monster-listings/animals/onwu-azu"
"1/6","1d8+2","6","+0","Mole","http://www.d20pfsrd.com/bestiary/monster-listings/animals/mole"
"7","10d8+50","95","+0","Megafauna, Uintatherium","http://www.d20pfsrd.com/bestiary/monster-listings/animals/megafauna/megafauna-uintatherium"
"2","3d8+6","19","+7","Megafauna, Moa","http://www.d20pfsrd.com/bestiary/monster-listings/animals/megafauna/megafauna-moa"
"2","4d8+8","26","-5","Clam, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/clam-giant"
"12","17d8+68+17","161","+3","Chain Worm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/chain-worm"
"9","10d8+90","135","+0","Centipede, Titan","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/centipede/centipede-titan"
"1/4","1d8","4","+3","Centipede, Sewer","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/centipede/centipede-sewer"
"1/8","1d8","4","+3","Centipede, House","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/centipede/centipede-house"
"3","4d8+20","38","+0","Centipede, Giant Whiptail","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/centipede/centipede-giant-whiptail"
"4","9d8-9","31","+4","Centipede Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/centipede/centipede-swarm"
"2","3d8+9","22","+1","Cave Fisher (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/cave-fisher-TOHC"
"1/2","1d8+1","5","+0","Cave Cricket","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/cave-cricket"
"4","9d8","40","+0","Botfly Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/botfly-swarm"
"1/3","1d8","4","+2","Botfly, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/botfly-giant"
"2","3d8+3","16","+3","Boneneedle, Lesser","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/boneneedle/lesser-boneneedle"
"4","5d8+15","42","+3","Boneneedle, Greater","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/boneneedle/greater-boneneedle"
"10","14d10+84","161","+6","Div, Ghawwas","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/divs/div-ghawwas"
"2","3d10","16","+3","Div, Doru","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/divs/div-doru"
"20","24d10+240","372","+12","Div, Akvan","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/divs/div-akvan"
"4","5d10+15","42","+2","Div, Aghash","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/divs/div-aghash"
"3","4d10+8","37","+3","Disenchanter (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/disenchanter-tohc"
"3","4d10+8","30","+3","Disenchanter","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/disenchanter"
"1","2d10+2","13","+1","Corby, Dire (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/dire-corby-tohc"
"1","2d10+4","15","+1","Corby, Dire","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/corby-dire"
"19","23d8+230","333","+8","Sard","http://www.d20pfsrd.com/bestiary/monster-listings/plants/sard"
"8","12d10+48","114","+3","Devil Steed","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil-steed"
"3","4d10+8","30","+5","Sandman (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/sandman-TOHC"
"3","4d10+8","30","+5","Sandman","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/sandman"
"2","4d10+4","26","+1","Sandling","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/sandling"
"4","6d10+12","45","+7","Sand Stalker","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sand-stalker"
"8","8d10+60","100","+4","Sand Kraken","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sand-kraken"
"10","14d10+84","161","+0","Salamander, Noble","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/salamander/salamander-noble"
"3","3d10+9","25","+2","Salamander, Flamebrother","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/salamander/salamander-flamebrother"
"6","8d10+32","76","+1","Salamander","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/salamander"
"3","2d10+7","18","+1","Sahuagin Mutant, Four-Armed","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/sahuagin/mutant"
"2","2d10+4","15","+1","Sahuagin, Malenti","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/sahuagin/malenti"
"6","6d10+30","63","+6","Sabrewing (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/sabrewing"
"5","7d8+28","59","+5","Megafauna, Kaprosuchus","http://www.d20pfsrd.com/bestiary/monster-listings/animals/megafauna/megafauna-kaprosuchus"
"5","7d8+28","59","+0","Megafauna, Embolotherium","http://www.d20pfsrd.com/bestiary/monster-listings/animals/megafauna/embolotherium"
"7","8d8+56","92","-1","Megafauna, Deinotherium","http://www.d20pfsrd.com/bestiary/monster-listings/animals/megafauna/deinotherium"
"6","8d8+32","68","+0","Megafauna, Chalicotherium","http://www.d20pfsrd.com/bestiary/monster-listings/animals/megafauna/chalicotherium"
"3","4d8+12","30","+1","Belostomatid","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/belostomatid"
"3","4d8+12","30","+0","Beetle, Giant Water","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-water"
"2","4d8+4","22","+1","Beetle, Stalk","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/stalk-beetle"
"4","5d8+15","37","+0","Beetle, Giant Slicer (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-slicer-TOHC"
"4","6d8+12","39","+0","Beetle, Giant Slicer","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-slicer"
"6","9d8+27","67","+1","Beetle, Scarab","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/scarab-beetle"
"3","5d8+10","32","+0","Beetle, Giant Saw-Toothed","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-saw-toothed"
"7","10d8+40","85","+0","Beetle, Giant Rhinoceros","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-rhinoceros"
"18","30d8+210","345","+1","Beetle, Requiem","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-requiem"
"8","11d8+55","104","+0","Beetle, Goliath Stag","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-goliath-stag"
"1/3","1d8","4","+0","Beetle, Giant Fire","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-fire"
"6","9d8+27","67","+0","Beetle, Giant Death Watch","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-death-watch"
"5","8d8+24","60","+1","Beetle, Carrion","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-carrion-kp"
"3","4d8+12","30","+0","Beetle, Giant Boring","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-boring"
"2","3d8+6","19","+0","Beetle, Giant Bombardier","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-bombardier"
"1","2d8+2","11","+0","Beetle, Giant Blister","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-giant-blister"
"5","6d8+24","51","+6","Beetle, Chariot","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/beetle/beetle-chariot"
"3","5d8+10","32","+2","Bumblebee, Giant Worker","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/bees-and-wasps/bumblebee-giant-tohc/giant-bumblebee-worker"
"2","3d8+9","22","+4","Bumblebee, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/bees-and-wasps/bumblebee-giant"
"5","8d8+16","52","+2","Bumblebee, Giant Queen","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/bees-and-wasps/bumblebee-giant-tohc/giant-bumblebee-queen"
"5","7d8+28","59","+0","Bee, Giant Queen","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/bees-and-wasps/bee-giant/bee-giant-queen"
"5","9d8+27","67","+3","Assassin Bug, Giant (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/assassin-bug-giant-3pp"
"6","9d8+27","67","+0","Ant Lion, Giant (3pp)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant-lion-giant-tohc"
"6","10d8+40","85","+3","Ant Lion, Giant Adult (Lacewing)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant-lion-giant/ant-lion-giant-adult"
"5","8d8+24","60","+0","Ant Lion, Giant","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant-lion-giant"
"1","2d8+9","18","+0","Ant, Giant (Worker)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant/ant-giant-worker"
"5","11d8","49","+2","Ant Swarm, Army Ants","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant/army-ant-swarm"
"2","2d8+9","18","+0","Ant, Giant (Soldier)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant/ant-giant-soldier"
"5","2d8+17","26","+1","Ant, Giant (Queen)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant/ant-giant-queen"
"3","2d8+13","22","+2","Ant, Giant (Drone)","http://www.d20pfsrd.com/bestiary/monster-listings/vermin/ant/ant-giant-drone"
"14","19d10+95","199","+3","Vydrarch","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/vydrarch"
"1/2","1d10","5","+2","Vulchling","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/vulchling"
"10","10d8+70","115","+8","Vrykolakas","http://www.d20pfsrd.com/bestiary/monster-listings/undead/vrykolakas"
"4","5d10+10","37","+3","Voonith","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/voonith"
"5","6d10+18","51","+8","Vodyanoi","http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/vodyanoi"
"1/2","1d8+3","11","+3","Vishkanya","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/vishkanya"
"13","20d8+100","190","+8","Viper Vine","http://www.d20pfsrd.com/bestiary/monster-listings/plants/viper-vine"
"8","9d10+45","94","+7","Dimensional Shambler","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/dimensional-shambler"
"6","8d10+24","68","+6","Digester","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/digester"
"2","3d8+18","31","+0","Diger","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/diger-tohc"
"1/2","1d10+3","13","+3","Dhampir","http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/dhampir"
"10","14d12+42","133","+4","Devouring Mist","http://www.d20pfsrd.com/bestiary/monster-listings/undead/devouring-mist-fgg"
"12","14d8+98","161","+9","Knight of the Gate (Advanced Devourer)","http://www.d20pfsrd.com/bestiary/monster-listings/undead/devourer/knight-of-the-gate-advanced-devourer"
"11","14d8+70","133","+7","Devourer","http://www.d20pfsrd.com/bestiary/monster-listings/undead/devourer"
"4","5d10+15","42","+3","Devilfish","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/devilfish"
"5","6d10+12","45","+6","Devil Dog","http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/devil-dog-tohc"
"26","35d10+525","717","+12","Devil, Xaphan (Duke of Infernus)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-xaphan-duke-of-infernus-tohc"
"1/4","1d8+1","5","+0","Koala","http://www.d20pfsrd.com/bestiary/monster-listings/animals/koala"
"1/8","1d8","4","+1","Kakapo","http://www.d20pfsrd.com/bestiary/monster-listings/animals/kakapo"
"1","2d8+6","15","+3","Herd Animal, Stag","http://www.d20pfsrd.com/bestiary/monster-listings/animals/herd-animals/herd-animal-stag"
"2","4d8+4","22","+3","Herd Animal, Ram, Barbed","http://www.d20pfsrd.com/bestiary/monster-listings/animals/herd-animals/ram-barbed"
"7","10d8+4","85","+10","Vilkacis","http://www.d20pfsrd.com/bestiary/monster-listings/undead/vilkacis"
"12","17d8+119","195","+6","Vespergaunt","http://www.d20pfsrd.com/bestiary/monster-listings/oozes/vespergaunt"
"5","5d10+20","47","+3","Vescavor Swarm","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/vescavor-swarm"
"20","19d10+171","275","+11","Devil, Titivilus (Duke of Hell)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-titivilus-duke-of-hell-tohc"
"9","7d8+21","56","+3","Devil, The Desire (Unique)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-the-desire"
"26","34d10+374","561","+11","Devil, Moloch (Arch-Devil)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-moloch-arch-devil-tohc"
"39","51d10+663","943","+12","Devil, Lucifer (Prince of Darkness)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-lucifer-prince-of-darkness-tohc"
"25","32d10+384","560","+11","Devil, Infernal Duke","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-lorthact"
"16","17d10+85","178","+7","Devil, Lilith (Former Queen of Hell)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-lilith-former-queen-of-hell-tohc"
"22","22d10+176","297","+11","Devil, Hutijin (Duke of Hell)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-hutijin-duke-of-hell-tohc"
"22","24d10+240","372","+13","Devil, Gorson (The Blood Duke)","http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devils-unique/devil-gorson-the-blood-duke-tohc"
